0	1.936767578125
1	1.7019332647323608
2	1.6614742279052734
3	1.6499651670455933
4	1.6501505374908447
5	1.6485918760299683
6	1.6586776971817017
7	1.6623752117156982
8	1.6895856857299805
9	2.1306614875793457
10	2.3363282680511475
11	2.4885284900665283
12	2.8410141468048096
13	13.533273696899414
14	37.316795349121094
15	26.659570693969727
16	26.549989700317383
17	30.01314926147461
18	26.40904426574707
19	18.104040145874023
20	13.499958992004395
21	9.418926239013672
22	6.7404398918151855
23	5.949191570281982
24	5.195966720581055
25	4.48917293548584
26	4.100852012634277
27	3.899160623550415
28	3.8332581520080566
29	3.7867188453674316
30	3.775710105895996
31	3.763718843460083
32	3.7376105785369873
33	3.702141046524048
34	3.6932241916656494
35	3.6859326362609863
36	3.6742172241210938
37	3.670088529586792
38	3.6708438396453857
39	3.671220302581787
40	3.6600539684295654
41	3.6602296829223633
42	3.663607120513916
43	3.6649045944213867
44	3.676788330078125
45	3.677135705947876
46	3.689836263656616
47	3.688751459121704
48	3.6902658939361572
49	3.688063144683838
50	3.69002366065979
51	3.6937243938446045
52	3.684495210647583
53	3.6848089694976807
54	3.697070837020874
55	3.69901704788208
56	3.699784994125366
57	3.691046953201294
58	3.6893787384033203
59	3.6887717247009277
